🕘️更新时间,#genre#
2025-12-07 18:44:18,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8$订阅源

📺央视频道,#genre#
CCTV-1,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8$订阅源
CCTV-1,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8$订阅源
CCTV-5,http://183.11.239.36:808/hls/93/index.m3u8$订阅源
CCTV-5,http://183.11.239.36:808/hls/93/index.m3u8$订阅源
CCTV-5,http://61.136.172.236:9901/tsfile/live/0005_1.m3u8$订阅源
CCTV-5,http://61.136.172.236:9901/tsfile/live/0005_1.m3u8$订阅源
CCTV-5,http://61.136.172.236:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-5+,http://111.221.137.155:44330/tsfile/live/0016_1.m3u8?key=txiptv$订阅源
CCTV-5+,http://111.221.137.155:44330/tsfile/live/0016_1.m3u8?key=txiptv$订阅源
CCTV-5+,http://123.129.70.178:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-5+,http://123.129.70.178:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-5+,http://123.129.70.178:9901/tsfile/live/0016_1.m3u8$订阅源
CCTV-5+,http://61.156.228.12:8154/tsfile/live/0016_1.m3u8$订阅源
CCTV-5+,http://61.156.228.12:8154/tsfile/live/0016_1.m3u8$订阅源
CCTV-5+,http://61.156.228.12:8154/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-6,http://sh.lnott.top:880/dx06.m3u8$订阅源
CCTV-6,http://sh.lnott.top:880/dx06.m3u8$订阅源
CCTV-6,http://ms.fxim.net:808/hls/6/index.m3u8$订阅源
CCTV-6,http://ms.fxim.net:808/hls/6/index.m3u8$订阅源
CCTV-6,http://112.27.235.94:8000/hls/7/index.m3u8$订阅源
CCTV-6,http://112.27.235.94:8000/hls/7/index.m3u8$订阅源
CCTV-6,http://61.156.228.12:8154/tsfile/live/0006_1.m3u8$订阅源
CCTV-6,http://61.156.228.12:8154/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-7,http://sh.lnott.top:880/dx07.m3u8$订阅源
CCTV-7,http://ms.fxim.net:808/hls/7/index.m3u8$订阅源
CCTV-7,https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv7_1_td.m3u8$订阅源
CCTV-7,https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv7_1_td.m3u8$订阅源
CCTV-7,http://112.132.10.54:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV-7,http://112.132.10.54:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV-7,http://112.27.235.94:8000/hls/8/index.m3u8$订阅源
CCTV-7,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226906/.m3u8$订阅源
CCTV-8,http://sh.lnott.top:880/dx08.m3u8$订阅源
CCTV-8,http://ms.fxim.net:808/hls/8/index.m3u8$订阅源
CCTV-8,http://pa.kuangdeng.top:8081/hls/8/index.m3u8$订阅源
CCTV-8,http://pa.kuangdeng.top:8081/hls/8/index.m3u8$订阅源
CCTV-8,http://223.241.247.214:9901/tsfile/live/0008_1.m3u8$订阅源
CCTV-8,http://223.241.247.214:9901/tsfile/live/0008_1.m3u8$订阅源
CCTV-8,http://112.132.10.54:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-8,http://112.27.235.94:8000/hls/9/index.m3u8$订阅源
CCTV-9,http://sh.lnott.top:880/dx09.m3u8$订阅源
CCTV-9,http://pa.kuangdeng.top:8081/hls/9/index.m3u8$订阅源
CCTV-9,http://112.132.10.54:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV-9,http://112.27.235.94:8000/hls/10/index.m3u8$订阅源
CCTV-9,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226944/.m3u8$订阅源
CCTV-9,http://111.221.137.155:44330/tsfile/live/0009_1.m3u8?key=txiptv$订阅源
CCTV-9,http://60.16.0.216:5757/hls/10/index.m3u8$订阅源
CCTV-9,http://120.238.94.10:9901/tsfile/live/1027_1.m3u8$订阅源
CCTV-10,http://sh.lnott.top:880/dx10.m3u8$订阅源
CCTV-10,http://59.39.89.130:60901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-10,http://59.39.89.130:60901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-10,http://ms.fxim.net:808/hls/10/index.m3u8$订阅源
CCTV-10,http://pa.kuangdeng.top:8081/hls/10/index.m3u8$订阅源
CCTV-10,http://223.241.247.214:9901/tsfile/live/0010_1.m3u8$订阅源
CCTV-10,http://218.17.33.178:53290/tsfile/live/1010_1.m3u8?key=txiptv$订阅源
CCTV-10,http://218.17.33.178:53290/tsfile/live/1010_1.m3u8?key=txiptv$订阅源
CCTV-11,http://sh.lnott.top:880/dx11.m3u8$订阅源
CCTV-11,http://ms.fxim.net:808/hls/11/index.m3u8$订阅源
CCTV-11,http://pa.kuangdeng.top:8081/hls/11/index.m3u8$订阅源
CCTV-11,http://223.241.247.214:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-11,http://112.132.10.54:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV-11,http://112.27.235.94:8000/hls/12/index.m3u8$订阅源
CCTV-11,http://113.26.202.52:1299/tsfile/live/0011_1.m3u8$订阅源
CCTV-11,http://111.221.137.155:44330/tsfile/live/0011_1.m3u8?key=txiptv$订阅源
CCTV-12,http://sh.lnott.top:880/dx12.m3u8$订阅源
CCTV-12,http://59.39.89.130:60901/tsfile/live/0012_1.m3u8$订阅源
CCTV-12,http://59.39.89.130:60901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-12,http://42.225.117.174:11199/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-12,http://42.225.117.174:11199/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-12,http://pa.kuangdeng.top:8081/hls/12/index.m3u8$订阅源
CCTV-12,http://218.17.33.178:53290/tsfile/live/1012_1.m3u8?key=txiptv$订阅源
CCTV-12,http://112.132.10.54:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV-13,http://sh.lnott.top:880/dx13.m3u8$订阅源
CCTV-13,http://59.39.89.130:60901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-13,http://183.215.134.239:19901/tsfile/live/0013_1.m3u8?key=txiptv&amp;amp;playlive=1&amp;amp;authid=0$订阅源
CCTV-13,http://183.215.134.239:19901/tsfile/live/0013_1.m3u8?key=txiptv&amp;amp;playlive=1&amp;amp;authid=0$订阅源
CCTV-13,http://183.215.134.239:19901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-13,http://223.241.247.214:9901/tsfile/live/0013_1.m3u8$订阅源
CCTV-13,http://112.27.235.94:8000/hls/14/index.m3u8$订阅源
CCTV-13,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226339/.m3u8$订阅源
CCTV-14,http://sh.lnott.top:880/dx14.m3u8$订阅源
CCTV-14,http://42.225.117.174:11199/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-14,http://42.225.117.174:11199/tsfile/live/0014_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$订阅源
CCTV-14,http://42.225.117.174:11199/tsfile/live/0014_1.m3u8?key=txiptv&amp;amp;playlive=1&amp;amp;authid=0$订阅源
CCTV-14,http://pa.kuangdeng.top:8081/hls/14/index.m3u8$订阅源
CCTV-14,http://183.237.95.108:9901/tsfile/live/1096_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV-14,http://183.237.95.108:9901/tsfile/live/1096_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV-14,http://112.132.10.54:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV-15,http://sh.lnott.top:880/dx15.m3u8$订阅源
CCTV-15,http://pa.kuangdeng.top:8081/hls/15/index.m3u8$订阅源
CCTV-15,http://223.241.247.214:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-15,http://223.241.247.214:9901/tsfile/live/0015_1.m3u8$订阅源
CCTV-15,http://112.132.10.54:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV-15,http://112.27.235.94:8000/hls/16/index.m3u8$订阅源
CCTV-15,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226910/.m3u8$订阅源
CCTV-15,http://111.221.137.155:44330/tsfile/live/0015_1.m3u8?key=txiptv$订阅源
CCTV-16,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226888/.m3u8$订阅源
CCTV-16,http://183.11.239.36:808/hls/169/index.m3u8$订阅源
CCTV-16,http://111.43.126.240:9003/hls/29/index.m3u8$订阅源
CCTV-17,http://sh.lnott.top:880/dx17.m3u8$订阅源
CCTV-17,http://60.16.0.216:5757/hls/18/index.m3u8$订阅源
CCTV-17,http://120.238.94.10:9901/tsfile/live/1048_1.m3u8$订阅源
CCTV-17,http://61.156.228.12:8154/tsfile/live/0019_1.m3u8$订阅源
CCTV-17,http://61.156.228.12:8154/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-17,http://183.11.239.36:808/hls/35/index.m3u8$订阅源
CCTV-17,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-17,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$订阅源
CETV-1,http://144.255.32.94:8288/rtp/239.21.2.7:5002$订阅源
CETV-1,http://144.255.32.94:8288/rtp/239.21.2.7:5002$订阅源
CETV-1,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226494/.m3u8$订阅源
CETV-1,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226538/.m3u8$订阅源
CETV-1,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226925/.m3u8$订阅源
CETV-1,http://120.238.94.10:9901/tsfile/live/1061_1.m3u8?key=txiptv$订阅源
CETV-1,http://111.43.126.240:9003/hls/34/index.m3u8$订阅源
CETV-2,http://144.255.32.94:8288/rtp/239.21.2.8:5002$订阅源
CETV-2,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226537/1.m3u8$订阅源
CETV-2,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226537/.m3u8$订阅源
CETV-4,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001$订阅源
CETV-4,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001$订阅源
CETV-4,http://144.255.32.94:8288/rtp/239.21.1.222:5002$订阅源
CETV-4,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226997/1.m3u8$订阅源
CETV-4,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226997/.m3u8$订阅源
CETV-4,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226557/.m3u8$订阅源
CETV-4,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226362/.m3u8$订阅源

📡卫视频道,#genre#
广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4$订阅源
广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4$订阅源
广东卫视,http://sh.lnott.top:880/dx40.m3u8$订阅源
广东卫视,http://59.39.89.130:60901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0#rtsp://116.176.26.18/PLTV/88888910/224/3221225527/10000100000000060000000000107307_0.smil$订阅源
广东卫视,http://59.39.89.130:60901/tsfile/live/0125_1.m3u8$订阅源
